name,targetVersion,minorLine,frameworkDep,publishedAt,alreadyBundled
@activepieces/piece-magical-api,0.0.2,0.0,0.20.1,2025-09-17T07:04:21.953Z,false
@activepieces/piece-magical-api,0.1.5,0.1,0.30.0,2026-06-11T14:09:10.316Z,false
@activepieces/piece-magicslides,0.0.2,0.0,0.20.1,2025-09-19T09:06:46.814Z,false
@activepieces/piece-magicslides,0.1.4,0.1,0.30.0,2026-06-11T14:08:10.874Z,false
@activepieces/piece-mailchain,0.0.7,0.0,0.20.1,2025-10-31T23:14:37.052Z,false
@activepieces/piece-mailchain,0.1.4,0.1,0.30.0,2026-06-11T14:08:59.743Z,false
@activepieces/piece-mailchimp,0.0.1,0.0,,2023-03-07T18:33:52.865Z,false
@activepieces/piece-mailchimp,0.1.3,0.1,,2023-03-16T01:34:45.925Z,false
@activepieces/piece-mailchimp,0.2.2,0.2,0.3.27,2023-06-10T21:33:17.555Z,false
@activepieces/piece-mailchimp,0.3.11,0.3,0.18.4,2025-08-26T14:17:05.960Z,false
@activepieces/piece-mailchimp,0.4.4,0.4,0.20.1,2025-10-31T23:14:37.312Z,false
@activepieces/piece-mailchimp,0.5.4,0.5,0.30.0,2026-06-09T07:45:58.386Z,false
@activepieces/piece-mailer-lite,0.0.3,0.0,0.3.27,2023-06-10T21:33:16.460Z,false
@activepieces/piece-mailer-lite,0.3.1,0.3,0.7.15,2024-02-02T00:17:33.669Z,false
@activepieces/piece-mailer-lite,0.4.1,0.4,0.7.16,2024-02-09T01:22:24.682Z,false
@activepieces/piece-mailer-lite,0.5.10,0.5,0.20.1,2025-10-31T23:14:36.877Z,false
@activepieces/piece-mailer-lite,0.6.5,0.6,0.30.0,2026-06-09T06:41:24.229Z,false
@activepieces/piece-mailercheck,0.0.1,0.0,0.22.2,2025-12-22T08:56:23.518Z,false
@activepieces/piece-mailercheck,0.1.5,0.1,0.30.0,2026-06-11T14:08:37.659Z,false
@activepieces/piece-maileroo,0.0.7,0.0,0.20.1,2025-09-08T18:43:41.834Z,false
@activepieces/piece-maileroo,0.1.3,0.1,0.25.4,2026-02-23T09:04:31.917Z,false
@activepieces/piece-maileroo,0.2.2,0.2,0.30.0,2026-06-09T07:44:10.399Z,false
@activepieces/piece-mailgun,0.0.6,0.0,0.30.0,2026-06-11T14:07:33.098Z,false
@activepieces/piece-mailjet,0.0.8,0.0,0.20.1,2025-09-08T18:43:41.522Z,false
@activepieces/piece-mailjet,0.1.4,0.1,0.30.0,2026-06-11T14:09:26.579Z,false
@activepieces/piece-manus,0.0.1,0.0,0.20.2,2025-11-18T05:57:37.498Z,false
@activepieces/piece-manus,0.1.5,0.1,0.30.0,2026-06-11T14:08:21.543Z,false
@activepieces/piece-manychat,0.0.8,0.0,0.20.1,2025-09-08T18:43:41.654Z,false
@activepieces/piece-manychat,0.1.4,0.1,0.30.0,2026-06-11T14:09:15.717Z,false
@activepieces/piece-mastodon,0.0.4,0.0,0.3.27,2023-06-10T21:33:15.255Z,false
@activepieces/piece-mastodon,0.3.0,0.3,0.4.0,2023-07-09T11:55:10.833Z,false
@activepieces/piece-mastodon,0.4.12,0.4,0.20.1,2025-09-08T18:43:41.690Z,false
@activepieces/piece-mastodon,0.5.5,0.5,0.30.0,2026-06-09T07:44:15.687Z,false
@activepieces/piece-matomo,0.0.13,0.0,0.20.1,2025-09-08T18:43:41.365Z,false
@activepieces/piece-matomo,0.1.5,0.1,0.30.0,2026-06-11T14:08:16.284Z,false
@activepieces/piece-matrix,0.0.4,0.0,0.3.27,2023-06-10T21:33:13.065Z,false
@activepieces/piece-matrix,0.3.14,0.3,0.20.1,2025-10-31T23:14:37.112Z,false
@activepieces/piece-matrix,0.4.5,0.4,0.30.0,2026-06-11T14:07:59.832Z,false
@activepieces/piece-mattermost,0.0.4,0.0,0.3.27,2023-06-10T21:33:18.071Z,false
@activepieces/piece-mattermost,0.3.13,0.3,0.20.1,2025-09-19T20:52:32.963Z,false
@activepieces/piece-mattermost,0.4.5,0.4,0.30.0,2026-06-11T05:24:36.776Z,false
@activepieces/piece-mautic,0.0.1,0.0,0.3.19,2023-05-18T12:43:22.611Z,false
@activepieces/piece-mautic,0.1.3,0.1,0.3.27,2023-06-10T21:33:18.276Z,false
@activepieces/piece-mautic,0.3.1,0.3,0.6.13,2023-08-29T12:27:03.434Z,false
@activepieces/piece-mautic,0.4.12,0.4,0.20.1,2025-09-08T18:43:57.749Z,false
@activepieces/piece-mautic,0.5.5,0.5,0.30.0,2026-06-11T05:24:47.147Z,false
@activepieces/piece-mcp,0.0.18,0.0,0.30.0,2026-06-12T15:12:31.513Z,false
@activepieces/piece-medullar,0.1.4,0.1,0.18.3,2025-08-12T13:51:24.491Z,false
@activepieces/piece-medullar,0.2.6,0.2,0.20.1,2025-10-14T14:34:43.606Z,false
@activepieces/piece-medullar,0.3.4,0.3,0.30.0,2026-06-11T14:08:43.123Z,false
@activepieces/piece-meetgeek-ai,0.0.1,0.0,0.22.2,2025-12-08T12:05:28.162Z,false
@activepieces/piece-meetgeek-ai,0.1.5,0.1,0.30.0,2026-06-11T14:09:31.822Z,false
@activepieces/piece-meistertask,0.0.2,0.0,0.20.2,2025-11-09T14:24:31.476Z,false
@activepieces/piece-meistertask,0.1.5,0.1,0.30.0,2026-06-11T14:08:54.135Z,false
@activepieces/piece-mem,0.0.9,0.0,0.20.1,2025-09-08T18:43:57.954Z,false
@activepieces/piece-mem,0.1.5,0.1,0.30.0,2026-06-11T14:08:32.472Z,false
@activepieces/piece-mempool-space,0.0.9,0.0,0.20.1,2025-09-08T18:43:58.977Z,false
@activepieces/piece-mempool-space,0.1.5,0.1,0.30.0,2026-06-11T14:08:05.450Z,false
@activepieces/piece-messagebird,0.0.1,0.0,0.7.31,2024-06-11T23:10:26.475Z,false
@activepieces/piece-messagebird,0.1.11,0.1,0.20.1,2025-09-08T18:43:57.922Z,false
@activepieces/piece-messagebird,0.2.5,0.2,0.30.0,2026-06-11T14:09:21.088Z,false
@activepieces/piece-metabase,0.0.4,0.0,0.7.29,2024-04-24T15:27:39.329Z,false
@activepieces/piece-metabase,0.1.22,0.1,0.20.1,2025-10-31T23:14:46.835Z,false
@activepieces/piece-metabase,0.2.7,0.2,0.30.0,2026-06-11T05:24:05.472Z,false
@activepieces/piece-metatext,0.0.1,0.0,0.22.2,2025-12-16T14:35:43.302Z,false
@activepieces/piece-metatext,0.1.5,0.1,0.30.0,2026-06-11T14:09:05.004Z,false
@activepieces/piece-microsoft-365-people,0.0.9,0.0,0.20.1,2025-10-31T23:14:48.447Z,false
@activepieces/piece-microsoft-365-people,0.1.11,0.1,0.26.0,2026-04-01T13:49:08.290Z,false
@activepieces/piece-microsoft-365-people,0.2.4,0.2,0.30.0,2026-06-11T14:07:44.153Z,false
@activepieces/piece-microsoft-365-planner,0.0.3,0.0,0.20.1,2025-10-31T23:14:47.577Z,false
@activepieces/piece-microsoft-365-planner,0.1.11,0.1,0.26.0,2026-04-01T13:49:25.203Z,false
@activepieces/piece-microsoft-365-planner,0.2.4,0.2,0.30.0,2026-06-11T14:07:38.408Z,false
@activepieces/piece-microsoft-copilot,0.0.2,0.0,0.26.0,2026-04-01T13:50:03.836Z,false
@activepieces/piece-microsoft-copilot,0.1.4,0.1,0.30.0,2026-06-12T15:12:03.861Z,false
@activepieces/piece-microsoft-dynamics-365-business-central,0.0.17,0.0,0.20.1,2025-09-08T18:43:58.624Z,false
@activepieces/piece-microsoft-dynamics-365-business-central,0.1.7,0.1,0.26.0,2026-04-01T13:49:47.003Z,false
@activepieces/piece-microsoft-dynamics-365-business-central,0.2.4,0.2,0.30.0,2026-06-11T14:07:27.912Z,false
@activepieces/piece-microsoft-dynamics-crm,0.0.7,0.0,0.7.31,2024-06-14T20:47:14.028Z,false
@activepieces/piece-microsoft-dynamics-crm,0.1.13,0.1,0.20.1,2025-09-08T18:43:58.746Z,false
@activepieces/piece-microsoft-dynamics-crm,0.2.7,0.2,0.26.0,2026-04-01T13:50:39.815Z,false
@activepieces/piece-microsoft-dynamics-crm,0.3.2,0.3,0.30.0,2026-06-11T14:07:11.922Z,false
@activepieces/piece-microsoft-excel-365,0.0.19,0.0,0.20.1,2025-09-08T18:43:58.923Z,false
@activepieces/piece-microsoft-excel-365,0.1.2,0.1,0.20.1,2025-10-14T15:06:19.053Z,false
@activepieces/piece-microsoft-excel-365,0.2.1,0.2,0.23.0,2026-01-06T13:43:33.958Z,false
@activepieces/piece-microsoft-excel-365,0.3.5,0.3,0.25.1,2026-02-03T11:17:47.216Z,false
@activepieces/piece-microsoft-excel-365,0.4.13,0.4,0.25.6,2026-03-03T03:15:18.841Z,false
@activepieces/piece-microsoft-excel-365,0.5.3,0.5,0.26.0,2026-04-01T13:49:35.990Z,false
@activepieces/piece-microsoft-excel-365,0.6.4,0.6,0.30.0,2026-06-11T13:42:05.839Z,false
@activepieces/piece-microsoft-excel-365,0.7.1,0.7,0.31.0,2026-06-16T13:39:16.611Z,false
@activepieces/piece-microsoft-onedrive,0.0.25,0.0,0.20.1,2025-10-31T23:14:47.886Z,false
@activepieces/piece-microsoft-onedrive,0.1.11,0.1,0.26.0,2026-04-01T13:50:55.843Z,false
@activepieces/piece-microsoft-onedrive,0.2.1,0.2,0.26.2,2026-04-12T17:18:54.015Z,false
@activepieces/piece-microsoft-onedrive,0.3.4,0.3,0.30.0,2026-06-11T14:08:27.281Z,false
@activepieces/piece-microsoft-onedrive,0.4.1,0.4,0.31.0,2026-06-16T13:39:44.175Z,false
@activepieces/piece-microsoft-onenote,0.0.11,0.0,0.20.1,2025-10-31T23:14:47.853Z,false
@activepieces/piece-microsoft-onenote,0.1.10,0.1,0.26.0,2026-04-01T13:49:52.592Z,false
@activepieces/piece-microsoft-onenote,0.2.4,0.2,0.30.0,2026-06-11T14:07:17.288Z,false
@activepieces/piece-microsoft-outlook,0.0.1,0.0,0.14.0,2025-06-13T13:40:43.209Z,false
@activepieces/piece-microsoft-outlook,0.1.14,0.1,0.20.1,2025-10-31T23:14:47.930Z,false
@activepieces/piece-microsoft-outlook,0.2.14,0.2,0.26.0,2026-04-01T13:49:19.486Z,false
@activepieces/piece-microsoft-outlook,0.3.6,0.3,0.30.0,2026-06-09T06:27:53.454Z,false
@activepieces/piece-microsoft-outlook-calendar,0.0.14,0.0,0.20.1,2025-09-19T20:52:33.066Z,false
@activepieces/piece-microsoft-outlook-calendar,0.1.7,0.1,0.26.0,2026-04-01T13:49:57.674Z,false
@activepieces/piece-microsoft-outlook-calendar,0.2.4,0.2,0.30.0,2026-06-11T14:07:22.400Z,false
@activepieces/piece-microsoft-power-bi,0.0.13,0.0,0.20.1,2025-09-19T20:52:33.087Z,false
@activepieces/piece-microsoft-power-bi,0.1.7,0.1,0.26.0,2026-04-01T13:51:12.393Z,false
@activepieces/piece-microsoft-power-bi,0.2.4,0.2,0.30.0,2026-06-11T14:07:54.631Z,false
@activepieces/piece-microsoft-sharepoint,0.0.18,0.0,0.20.1,2025-09-19T20:52:33.415Z,false
@activepieces/piece-microsoft-sharepoint,0.1.3,0.1,0.20.2,2025-11-17T05:05:20.133Z,false
@activepieces/piece-microsoft-sharepoint,0.2.14,0.2,0.26.0,2026-04-01T13:50:08.940Z,false
@activepieces/piece-microsoft-sharepoint,0.3.4,0.3,0.30.0,2026-06-11T14:12:02.529Z,false
@activepieces/piece-microsoft-teams,0.0.1,0.0,0.7.28,2024-03-25T17:32:23.159Z,false
@activepieces/piece-microsoft-teams,0.1.11,0.1,0.20.1,2025-09-08T18:43:59.158Z,false
@activepieces/piece-microsoft-teams,0.2.3,0.2,0.20.1,2025-10-31T23:14:48.742Z,false
@activepieces/piece-microsoft-teams,0.3.13,0.3,0.26.0,2026-03-13T09:55:32.690Z,false
@activepieces/piece-microsoft-teams,0.4.2,0.4,0.27.2,2026-04-17T09:02:22.615Z,false
@activepieces/piece-microsoft-teams,0.5.4,0.5,0.30.0,2026-06-09T07:46:04.016Z,false
@activepieces/piece-microsoft-todo,0.0.12,0.0,0.20.1,2025-09-08T18:43:58.728Z,false
@activepieces/piece-microsoft-todo,0.1.2,0.1,0.20.1,2025-10-31T23:14:48.177Z,false
@activepieces/piece-microsoft-todo,0.2.12,0.2,0.26.0,2026-04-01T13:50:45.022Z,false
@activepieces/piece-microsoft-todo,0.3.4,0.3,0.30.0,2026-06-09T07:45:03.071Z,false
@activepieces/piece-millionverifier,0.0.1,0.0,0.22.2,2025-12-23T08:21:51.018Z,false
@activepieces/piece-millionverifier,0.1.5,0.1,0.30.0,2026-06-11T14:12:18.418Z,false
@activepieces/piece-mind-studio,0.0.1,0.0,0.22.2,2025-12-09T12:10:13.747Z,false
@activepieces/piece-mind-studio,0.1.5,0.1,0.30.0,2026-06-11T14:10:21.115Z,false
@activepieces/piece-mindee,0.0.3,0.0,0.3.27,2023-06-10T21:33:16.186Z,false
@activepieces/piece-mindee,0.1.12,0.1,0.20.1,2025-09-08T18:43:58.653Z,false
@activepieces/piece-mindee,0.2.5,0.2,0.30.0,2026-06-11T14:09:59.760Z,false
@activepieces/piece-missive,0.0.9,0.0,0.20.1,2025-09-08T18:43:57.999Z,false
@activepieces/piece-missive,0.1.5,0.1,0.30.0,2026-06-11T14:11:56.864Z,false
@activepieces/piece-mistral-ai,0.0.9,0.0,0.20.1,2025-09-08T18:43:58.727Z,false
@activepieces/piece-mistral-ai,0.1.4,0.1,0.25.4,2026-02-23T09:05:07.203Z,false
@activepieces/piece-mistral-ai,0.2.3,0.2,0.30.0,2026-06-12T15:12:25.921Z,false
@activepieces/piece-mixmax,0.0.3,0.0,0.30.0,2026-06-11T14:11:19.605Z,false
@activepieces/piece-mixpanel,0.0.13,0.0,0.20.1,2025-09-08T18:43:58.263Z,false
@activepieces/piece-mixpanel,0.1.5,0.1,0.30.0,2026-06-11T14:12:07.877Z,false
@activepieces/piece-modelslab,0.0.3,0.0,0.30.0,2026-06-11T14:10:47.353Z,false
@activepieces/piece-mollie,0.0.3,0.0,0.20.1,2025-09-08T18:43:59.518Z,false
@activepieces/piece-mollie,0.1.4,0.1,0.30.0,2026-06-11T14:12:23.692Z,false
@activepieces/piece-monday,0.0.2,0.0,0.3.27,2023-06-10T21:33:17.402Z,false
@activepieces/piece-monday,0.1.5,0.1,0.7.4,2023-12-24T20:35:17.209Z,false
@activepieces/piece-monday,0.2.20,0.2,0.20.1,2025-10-31T23:14:48.212Z,false
@activepieces/piece-monday,0.3.4,0.3,0.30.0,2026-06-09T07:45:15.273Z,false
@activepieces/piece-mongodb,0.0.11,0.0,0.20.1,2025-10-31T23:14:48.411Z,false
@activepieces/piece-mongodb,0.1.4,0.1,0.30.0,2026-06-09T07:47:23.744Z,false
@activepieces/piece-moonclerk,0.0.6,0.0,0.30.0,2026-06-11T14:11:35.444Z,false
@activepieces/piece-mooninvoice,0.0.6,0.0,0.30.0,2026-06-11T14:10:10.741Z,false
@activepieces/piece-motion,0.0.10,0.0,0.20.1,2025-09-19T20:52:40.994Z,false
@activepieces/piece-motion,0.1.5,0.1,0.30.0,2026-06-11T14:11:51.414Z,false
@activepieces/piece-motiontools,0.0.1,0.0,0.22.2,2025-12-16T06:19:54.117Z,false
@activepieces/piece-motiontools,0.1.5,0.1,0.30.0,2026-06-11T14:11:24.900Z,false
@activepieces/piece-moveo-ai,0.0.6,0.0,0.30.0,2026-06-11T14:10:36.544Z,false
@activepieces/piece-moxie-crm,0.0.18,0.0,0.20.1,2025-09-08T18:43:58.438Z,false
@activepieces/piece-moxie-crm,0.1.5,0.1,0.30.0,2026-06-11T14:12:13.258Z,false
@activepieces/piece-muna-ai,0.0.3,0.0,0.31.0,2026-06-16T13:39:29.936Z,false
@activepieces/piece-murf-api,0.0.3,0.0,0.20.1,2025-09-08T18:43:57.940Z,false
@activepieces/piece-murf-api,0.1.5,0.1,0.30.0,2026-06-11T14:11:40.554Z,false
@activepieces/piece-mycase-piece,0.0.2,0.0,0.20.2,2025-11-12T14:38:27.230Z,false
@activepieces/piece-mycase-piece,0.1.5,0.1,0.30.0,2026-06-11T14:10:41.876Z,false
@activepieces/piece-mysendingbox,0.0.3,0.0,0.25.6,2026-03-03T03:14:59.076Z,false
@activepieces/piece-mysql,0.0.2,0.0,0.3.27,2023-06-10T21:33:18.411Z,false
@activepieces/piece-mysql,0.1.15,0.1,0.20.1,2025-10-31T23:14:48.334Z,false
@activepieces/piece-mysql,0.2.4,0.2,0.30.0,2026-06-09T07:47:55.300Z,false
@activepieces/piece-netlify,0.0.4,0.0,0.20.1,2025-09-08T18:44:15.369Z,false
@activepieces/piece-netlify,0.1.4,0.1,0.30.0,2026-06-11T05:25:08.208Z,false
@activepieces/piece-netsuite,0.0.13,0.0,0.20.2,2025-11-14T15:53:46.943Z,false
@activepieces/piece-netsuite,0.1.8,0.1,0.30.0,2026-06-11T14:10:05.329Z,false
@activepieces/piece-neverbounce,0.0.1,0.0,0.22.2,2025-12-22T03:42:20.094Z,false
@activepieces/piece-neverbounce,0.1.5,0.1,0.30.0,2026-06-11T14:11:46.030Z,false
@activepieces/piece-nifty,0.0.14,0.0,0.20.1,2025-09-08T18:44:15.016Z,false
@activepieces/piece-nifty,0.1.5,0.1,0.30.0,2026-06-11T14:10:58.036Z,false
@activepieces/piece-ninjapipe,0.0.3,0.0,0.30.0,2026-06-11T14:10:31.331Z,false
@activepieces/piece-ninox,0.0.9,0.0,0.20.1,2025-09-08T18:44:15.296Z,false
@activepieces/piece-ninox,0.1.5,0.1,0.30.0,2026-06-11T14:11:30.214Z,false
@activepieces/piece-nocodb,0.0.1,0.0,0.7.28,2024-03-31T00:38:16.490Z,false
@activepieces/piece-nocodb,0.2.7,0.2,0.20.1,2025-09-08T18:44:15.048Z,false
@activepieces/piece-nocodb,0.3.0,0.3,0.20.2,2025-11-24T09:32:07.900Z,false
@activepieces/piece-nocodb,0.4.5,0.4,0.30.0,2026-06-09T07:48:11.694Z,false
@activepieces/piece-notion,0.0.4,0.0,0.3.27,2023-06-10T21:33:19.625Z,false
@activepieces/piece-notion,0.1.2,0.1,0.6.14,2023-08-31T02:24:54.169Z,false
@activepieces/piece-notion,0.2.15,0.2,0.7.30,2024-06-01T16:28:29.055Z,false
@activepieces/piece-notion,0.3.3,0.3,0.7.42,2024-12-29T18:56:30.779Z,false
@activepieces/piece-notion,0.4.13,0.4,0.20.1,2025-10-31T23:14:58.502Z,false
@activepieces/piece-notion,0.5.4,0.5,0.25.4,2026-02-23T09:05:07.681Z,false
@activepieces/piece-notion,0.6.4,0.6,,2026-06-25T09:44:31.863Z,true
@activepieces/piece-ntfy,0.0.2,0.0,0.3.27,2023-06-10T21:33:14.569Z,false
@activepieces/piece-ntfy,0.1.17,0.1,0.20.1,2025-09-08T18:44:16.133Z,false
@activepieces/piece-ntfy,0.2.5,0.2,0.30.0,2026-06-09T07:47:07.960Z,false
@activepieces/piece-nuelink,0.0.2,0.0,0.20.1,2025-10-08T21:21:43.136Z,false
@activepieces/piece-nuelink,0.1.4,0.1,0.30.0,2026-06-09T07:47:28.966Z,false
@activepieces/piece-octopush-sms,0.0.1,0.0,0.22.2,2025-12-24T13:49:15.479Z,false
@activepieces/piece-octopush-sms,0.1.5,0.1,0.30.0,2026-06-11T14:11:14.308Z,false
@activepieces/piece-odoo,0.0.15,0.0,0.20.1,2025-09-08T18:44:16.016Z,false
@activepieces/piece-odoo,0.1.4,0.1,0.30.0,2026-06-09T07:48:32.883Z,false
@activepieces/piece-okta,0.0.2,0.0,0.20.1,2025-10-16T16:48:50.369Z,false
@activepieces/piece-okta,0.1.5,0.1,0.30.0,2026-06-11T14:10:52.776Z,false
@activepieces/piece-omni-co,0.0.1,0.0,0.20.2,2025-11-17T08:42:31.461Z,false
@activepieces/piece-omni-co,0.1.5,0.1,0.30.0,2026-06-11T14:09:54.576Z,false
@activepieces/piece-omnihr,0.0.7,0.0,0.30.0,2026-06-11T14:11:08.918Z,false
@activepieces/piece-omnisend,0.0.3,0.0,0.30.0,2026-06-11T14:10:15.946Z,false
@activepieces/piece-oncehub,0.0.1,0.0,0.22.2,2025-12-16T10:56:28.216Z,false
@activepieces/piece-oncehub,0.1.5,0.1,0.30.0,2026-06-11T14:12:28.972Z,false
@activepieces/piece-oneclickimpact,0.0.6,0.0,0.30.0,2026-06-11T14:11:03.500Z,false
@activepieces/piece-onfleet,0.0.15,0.0,0.20.1,2025-10-31T23:14:58.092Z,false
@activepieces/piece-onfleet,0.1.5,0.1,0.30.0,2026-06-11T13:42:31.314Z,false
@activepieces/piece-open-phone,0.0.6,0.0,0.20.1,2025-09-08T18:44:16.243Z,false
@activepieces/piece-open-phone,0.1.4,0.1,0.30.0,2026-06-11T14:10:26.211Z,false
@activepieces/piece-open-router,0.0.16,0.0,0.20.1,2025-09-08T18:44:14.857Z,false
@activepieces/piece-open-router,0.1.5,0.1,0.30.0,2026-06-12T15:12:58.282Z,false
@activepieces/piece-openai,0.0.1,0.0,,2023-03-07T18:33:54.253Z,false
@activepieces/piece-openai,0.1.3,0.1,,2023-03-16T01:34:45.306Z,false
@activepieces/piece-openai,0.2.8,0.2,0.3.29,2023-06-26T20:16:19.067Z,false
@activepieces/piece-openai,0.3.31,0.3,0.7.40,2024-11-20T17:58:43.352Z,false
@activepieces/piece-openai,0.4.5,0.4,0.18.0,2025-08-07T21:12:57.133Z,false
@activepieces/piece-openai,0.5.5,0.5,0.18.3,2025-08-12T13:51:30.216Z,false
@activepieces/piece-openai,0.6.7,0.6,0.20.1,2025-10-31T23:14:57.560Z,false
@activepieces/piece-openai,0.7.5,0.7,0.25.4,2026-02-23T09:05:25.136Z,false
@activepieces/piece-openai,0.8.4,0.8,0.30.0,2026-06-08T17:38:34.272Z,false
@activepieces/piece-openai,0.9.2,0.9,0.31.0,2026-06-16T13:39:39.253Z,false
@activepieces/piece-openmic-ai,0.0.1,0.0,0.20.2,2025-11-25T12:23:52.811Z,false
@activepieces/piece-openmic-ai,0.1.5,0.1,0.30.0,2026-06-11T14:14:32.163Z,false
@activepieces/piece-opnform,0.0.1,0.0,0.20.2,2025-11-18T15:41:15.492Z,false
@activepieces/piece-opnform,0.1.7,0.1,0.30.0,2026-06-11T14:13:26.844Z,false
@activepieces/piece-opportify,0.0.1,0.0,0.20.2,2025-11-18T16:11:49.388Z,false
@activepieces/piece-opportify,0.1.5,0.1,0.30.0,2026-06-11T14:15:09.145Z,false
@activepieces/piece-oracle-database,0.0.4,0.0,0.20.2,2025-11-04T13:37:29.518Z,false
@activepieces/piece-oracle-database,0.1.10,0.1,0.30.0,2026-06-11T14:12:49.640Z,false
@activepieces/piece-oracle-fusion-cloud-erp,0.0.6,0.0,0.30.0,2026-06-11T14:14:53.404Z,false
@activepieces/piece-orimon,0.0.1,0.0,0.20.2,2025-11-27T11:04:06.729Z,false
@activepieces/piece-orimon,0.1.5,0.1,0.30.0,2026-06-11T14:14:48.120Z,false
@activepieces/piece-outseta,0.0.3,0.0,0.26.0,2026-03-13T07:32:30.154Z,false
@activepieces/piece-outseta,0.1.2,0.1,0.30.0,2026-06-11T14:13:37.531Z,false
@activepieces/piece-outseta,0.2.1,0.2,0.32.0,2026-06-17T12:03:33.448Z,false
@activepieces/piece-paddle,0.0.3,0.0,0.30.0,2026-06-11T14:12:44.467Z,false
@activepieces/piece-pagerduty,0.1.2,0.1,0.30.0,2026-06-11T14:13:32.232Z,false
@activepieces/piece-pandadoc,0.0.9,0.0,0.20.1,2025-09-08T18:44:16.840Z,false
@activepieces/piece-pandadoc,0.1.5,0.1,0.30.0,2026-06-11T14:14:10.711Z,false
@activepieces/piece-paperform,0.0.9,0.0,0.20.1,2025-09-08T18:44:15.556Z,false
@activepieces/piece-paperform,0.1.5,0.1,0.30.0,2026-06-11T14:13:59.900Z,false
@activepieces/piece-parallel,0.0.3,0.0,0.30.0,2026-06-11T14:12:39.271Z,false
@activepieces/piece-parser-expert,0.0.1,0.0,0.20.3,2025-12-02T14:57:16.963Z,false
@activepieces/piece-parser-expert,0.1.5,0.1,0.30.0,2026-06-11T14:14:15.956Z,false
@activepieces/piece-parseur,0.0.2,0.0,0.20.1,2025-09-30T18:28:48.670Z,false
@activepieces/piece-parseur,0.1.5,0.1,0.30.0,2026-06-11T14:14:21.354Z,false
@activepieces/piece-pastebin,0.0.2,0.0,0.3.27,2023-06-10T21:33:14.259Z,false
@activepieces/piece-pastebin,0.1.10,0.1,0.20.1,2025-09-08T18:44:16.117Z,false
@activepieces/piece-pastebin,0.2.5,0.2,0.30.0,2026-06-11T14:13:11.310Z,false
@activepieces/piece-pastefy,0.0.1,0.0,0.3.28,2023-06-21T13:14:30.096Z,false
@activepieces/piece-pastefy,0.1.13,0.1,0.20.1,2025-10-31T23:14:57.693Z,false
@activepieces/piece-pastefy,0.2.5,0.2,0.30.0,2026-06-11T14:13:49.416Z,false
@activepieces/piece-paywhirl,0.0.6,0.0,0.30.0,2026-06-11T14:13:54.544Z,false
@activepieces/piece-pdf-co,0.0.8,0.0,0.20.1,2025-09-08T18:44:13.385Z,false
@activepieces/piece-pdf-co,0.1.4,0.1,0.30.0,2026-06-11T05:24:31.607Z,false
@activepieces/piece-pdf4me,0.0.5,0.0,0.30.0,2026-06-15T07:40:22.685Z,false
@activepieces/piece-pdfcrowd,0.0.4,0.0,0.25.6,2026-03-04T19:50:09.222Z,false
@activepieces/piece-pdfcrowd,0.1.2,0.1,0.30.0,2026-06-11T14:14:42.821Z,false
@activepieces/piece-pdfmonkey,0.0.9,0.0,0.20.1,2025-09-08T18:44:16.003Z,false
@activepieces/piece-pdfmonkey,0.1.5,0.1,0.30.0,2026-06-11T05:23:34.003Z,false
@activepieces/piece-peekshot,0.0.9,0.0,0.20.1,2025-09-08T18:44:15.739Z,false
@activepieces/piece-peekshot,0.1.5,0.1,0.30.0,2026-06-11T14:14:58.694Z,false
@activepieces/piece-pendo,0.1.2,0.1,0.30.0,2026-06-11T14:13:00.622Z,false
@activepieces/piece-perplexity-ai,0.0.5,0.0,0.7.40,2024-11-20T17:58:42.876Z,false
@activepieces/piece-perplexity-ai,0.1.0,0.1,0.7.42,2025-01-09T14:33:52.795Z,false
@activepieces/piece-perplexity-ai,0.2.8,0.2,0.20.1,2025-09-08T18:44:16.153Z,false
@activepieces/piece-perplexity-ai,0.3.4,0.3,0.30.0,2026-06-12T15:14:14.019Z,false
@activepieces/piece-personal-ai,0.0.8,0.0,0.20.1,2025-09-08T18:44:16.538Z,false
@activepieces/piece-personal-ai,0.1.4,0.1,0.30.0,2026-06-11T14:14:26.805Z,false
@activepieces/piece-phantombuster,0.0.1,0.0,0.20.2,2025-11-25T07:58:36.166Z,false
@activepieces/piece-phantombuster,0.1.5,0.1,0.30.0,2026-06-11T14:15:14.359Z,false
@activepieces/piece-phone-validator,0.0.6,0.0,0.30.0,2026-06-11T14:13:44.072Z,false
@activepieces/piece-photoroom,0.0.8,0.0,0.20.1,2025-09-08T18:44:15.746Z,false
@activepieces/piece-photoroom,0.1.4,0.1,0.30.0,2026-06-11T14:14:37.445Z,false
@activepieces/piece-pinch-payments,0.0.8,0.0,0.30.0,2026-06-11T14:14:05.476Z,false
@activepieces/piece-pinecone,0.0.4,0.0,0.20.1,2025-10-31T23:14:57.365Z,false
@activepieces/piece-pinecone,0.1.4,0.1,0.30.0,2026-06-11T05:24:15.784Z,false
@activepieces/piece-pinterest,0.0.2,0.0,0.20.1,2025-09-30T18:28:48.699Z,false
@activepieces/piece-pinterest,0.1.4,0.1,0.30.0,2026-06-09T06:28:20.893Z,false
@activepieces/piece-pipedrive,0.0.1,0.0,,2023-03-07T18:33:53.568Z,false
@activepieces/piece-pipedrive,0.1.3,0.1,,2023-03-16T01:34:45.659Z,false
